author,comment
@AliAli-i4h6o,"Gedeg gua sama si panci,mau gua kasih petasan cabe rawit dimulutnya 😂😂😂😂"
@GordonSorait,Saat Bung Sylfester Bicara Roy Cengengesan (Mengerikan)
@Bryan_vincent_theo,Roy suryo cengar cengir sedang menutupi kesedihannya..😂😂😂 wkwk...dlm hati lah kok bnr jga ya gw ini kok jahat bgt plfitnah orng...😂
@rizkyfirmansyah1509,"Bosen denger dan liat berita tikus got vs plastik sampah ribut masalah kedunguan,yang tidak akan berkesudahan, jadi alat media politik buat cari simPATI 2029,tapi maaf cara kuno dan kampungan rakyat cerdas tak akan berpengaruh, 10 tahun sudah cukup rakyat sengsara di pimpin oleh pemimpin dari golongan kasta sundra, kasta rendah, yang menjelma jadi rakus,banyak hutang,dan korupsi dan hidup kaya dari merampok kekayaan negara,ciri kekuasaan dari kasta sundra pencitraan, pembohong, gemar hutang, budaya nepotisme,budaya kolusi,membodohi rakyatnya, membantu rakyat dengan persyaratan,hukum dan aturan di langgar,memecah belah anak bangsa dan kebijakan-kebijakan di buat hanya menguntungkan penguasa dan pengusaha,sudah cukup dan ini harus di akhiri, waktunya prabowo berkuasa dari kalangan kasta Brahmana dan timbulnya pemimpin dari kalangan brahmana baru dari keturunan raja Sunda dan dari kalangan bangsawan cirinya orang baik, membela rakyat kecil, orang yang memberi hartanya buat orang susah, serta kebijakannya buat rakyat kebanyakan,hartanya banyak dan jujur, kepemimpinannya bukan pencitraan tapi punya rekam jejak jelas dari bukan siapa-siapa sampai dia berkuasa 2024-2029 dan 2029-2034 seterusnya waktunya kaum Brahmnana berkuasa,❤💪👑kita buang jauh-jauh pemimpin lahir dari kasta sudra,kasta miskin dan pejahat sudah cukup rakyat bangsa ini menderita. 😅"
@FrediKrisna,"Silfester menggiring opini Roy Cs untuk di kenakan pasal 310 dan 311 ....

CARA SILFESTER BASI, KAMPUNGAN DAN DUNGU  ......

RAKYAT KAGAK PERCAYA JOKOWI PUNYA IJAZAH S1 KEHUTANAN UGM.

YANG PERCAYA HANYALAH  TERNAK MULYONO."
@joyhardi3277,Yang ribet itu jokowi malah nuduh orang hihi
@yudimk8726,"Cengengesan kayak emak"" pantas hobi nyimpan panci 😂"
@kandangayam4571,"Yang dituduh punya ijasah palsu, wajib membuktikan dulu,lalu menuntut balik kepada orang yg menuduh ,bisa dilaporkan polisi atau perdata"
@tesalonikanastiti5976,Sombong banget tuh muka roy suryo
@widrawali4374,"Ribet, crewet Kaya perempuan Roy 😅😂"
@papahjester7637,Jangan freming kata roy padahal dia rajanya freming😂😂😂
@kandangayam4571,"Yang dituduh punya ijasah palsu, buktikan dulu,lalu menuntut balik kepada orang yg menuduh"
@VivVokhu,Orang dungo/budoh sel
@kandangayam4571,Yg membela jkw sangat diduga 5000 % dapat uang banyak sogakan
@ArisPrihandoko-mj9kg,Udah bingung apalagi disidang
@IwanIndrawan-d2w,"Gitu aja REPOT, tunjukin yg ASLINYA selesai nggak usah muter muter"
@kandangayam4571,"Orang jujur bila dituduh maling buktikan jika tidak maling,dituduh berijasah palsu,jika orang jujur, tunjukkan ijasahnya,jangan berkelit di pengadilan, pengadilan yg memutuskan adalah orang, contoh Gibran putusan direkayasa"
@AsepDani-d2p,Jokowi itu Pembohong besar abad ini...
@ramlanramlan6055,"Anak idiot,kok ada kesombongan.ciri bohong itu hanya klaim klaim sepihak.yaaa kalau orang benar tinggal tunjukan."
@kandangayam4571,"Jkw jika mendalilkan punya ijasah asli harus berani membuktikan,jika tidak berani menunjukkan patut 1000 % diduga berijasah palsu"
@alangadi7714,Antem pisan rismon kuwi
@PeppermintCookie.k.y,Utk panggilan betikutnya roycs siap2 ditahan
@candraruly4916,semoga yg waras ngalah😂
@Young-u6t,Kliatannya sederhana... Menjadi tdk sdrhana saat kasus ijasah bertemu ngopi bareng dgn purn pmaksulan gibran ngopi bareng d markas ONTA.... Tuntutan purn dan begron2 nya bs memecah belah TNI .... Grombolan panci statement2nya brusaha menghancurkan kredibilitas institusi jg lmbaga2 negara.... Lalu peran si ONTA itu apa.... Apakah mnunggu waktu yang pas tuk mngulang momen 212 mgkn?? Apakah itu tdk brindikasi adnya skenario yg sdg dijalankan yg bs mengancam keamanan negara
@alangadi7714,Ilmu pe grtahuan soryo sendiri
@subcribertube430,"Ini mereka ROY cs itu bener jadi Dosen?.
Di Universitas apa?
Itu anak didiknya gimana ceritanya?
Apa yang mereka lakukan diajarkan ke anak didiknya?
GAWAT HANCUR!!!!!!!!!"
@teguhkc6995,Cengar cengir kaya kambing 😂😂😂😂
@arjunadzaky2567,Liat muka roy dari hp aj emosi gimn kalau lanhsung ya
@aryarofficial,"Roy suryo kek pecandu narkoba deh
Cengar"" cengir dan halusinasi 😂"
@dmanaapa,Tembak ditempat aja boleh gak sih ?
@admin120yt,Roy dkk dungu. Bagaimana bisa nuduh ijasah palsu karena  mereka belum pernah dan tidak pernah memegang ijasah milik jokowi ? Aneh..
@hjajangsekmattambaksarikab5074,c pnci cs wajib pnjrkn  goblog dah menghina bangsa nkri
@KIKIYE,"Saya sudah buktikan pake face match saya simpulkan  bandingin fto pake kacamata dan gak saja hasilnya sudah gak match.. makanya yang kiri itu sama"" pake kacamata yg. Macth
Saya bandingkan juga fto roy muda sama fto sekarang. Tp fto lama dipakein kacamata. Dan hasilnya gk mactch Riset kaya gitu yang kalian perdebatkan. 😂😂😂"
@subcribertube430,"Rismon astaga bodohnya.
Loe bicara ke Ilmuan yang loe teliti basis terverifikasi atau engga🔥🔥🔥?
Sekarang loe Rismon gw tanya😡😡😡 hasil yang loe teliti sudah diverifikasi oleh pihak UGM yang mengeluarkan Ijazah atau Engga😡😡😡??
Rismon gw tanya loe yang katanya bicara keilmuan.
Hasil yang loe teliti Rismon sudah diverifikasi UGM bener palsu engga😡😡😡😡??
Sekarang gw tanya loe Rismon berbicara keilmuan bagaimana loe bisa menyatakan palsu kalau diverifikasi oleh UGM Asli..
Gw tanya loe yang berilmu Rismon..
Kalau orang menuduh tanpa ada bukti itu apa Rismon  yang berilmu?"
@alangadi7714,Roy cengar cengir koyo kebo kopok en
@abdulfatah0670,Siapa yg lebih pinter nih
@wahyuyuuu5998,"Alasan tidak menunjukkan ijasah 
Mungkin ada yg faham"
@megiipung8775,Sebel lihat panci gosong
@KifliYadi-r4n,Daser rebet
@vivolahat4367,"benerlah kalo menuduh siapa2 harus punya bukti
dibuktikan jangan asal asal omong"
@FebriYanto-u4v,"Cocote Roy Suryo kene tak selehe tak sebetno nng cor""an"
@jamalpatajangi7086,"Awal masyarakat mempertanyakan ijazah jokowi karna jokowi pernah memakai dua gelar sarjana saat menjadi pejabat publik, makanya orang bingung pd hal persyaratan menduduki jabatan publik pasti diminta dokumen pendidikan formal..dimana salahnya rakyat bertanya."
@YadihindraYadi,Roy tidak ada etika...
@PanjiAngga-v5j,"Kalo kata orang tua, yg ketawa ketawa nanti akhirnya akan menangis"
@Yaris-u7g,"Pak Roy katanya alumni UGM, kok ga yakin ya. Mosok lulusan UGM ga percaya ama pernyataan UGM. Aneh kan org ini benar bikin fitnah yg kejam😂😂😂"
@adityaazhar7071,"roy cs itu dalam kasus ini menang atau kalah tetep gajian....jadi biarpun mereka terlihat memalukan didepan publik apalagi sampai sukses masuk penjara,itu tidak jadi masalah buat mereka....ada dana pensiun dari donatur ormas ilegal menanti mereka"
@liantotianus5487,Roy suryo cs ribet
@zpxyz_63,Makanya silvester kau orang hukum tapi gak ngerti soal ilmiah ...ribet kali kau .....nggak nyambung jadinya pembicaraannya. 😂😂
@YadihindraYadi,Roy harus disekolah dilapas.. sibuk gurus yang tidak ada kebaikan memajukan anak bangsa .. coba keritik yang korupsi gua setuju...
@goblinlooters1706,"ruwet ruwet ruwet ruweeeettttt....
soal ijasah saja ribut amat...tunjukan saja ijasah itu ...selesai..."
@apihapih4353,"KESIMPULANNYA :
YANG MEMPERSOALKAN IJAZAH ADALAH BARISAN SAKIT HATI ( TITIK ).."
@imamsantosa6325,Cangkeme odgj roy cengar cengir
@mugibgn2449,Menurut saya sih stop aja di tayangkan di tv. Biar pengadilan aja. Biar ngga bikin ribut.
@canelku771,Panci aj d ringkes apa lagi laenya
@canelku771,Roy itu stres
@DilanFadjri,Setuju .....dilanjutkan....kepengadilan....
@mugibgn2449,Roy Suryo emang kaya perempuan. Crewet 😅😅😅😅😂😂😂😂😂
@achmadrizky1371,"Njir ga peduli ilmu,, 😂😂 tpi pengen paling bner , 

Kategori dungu."
@amantaputra5855,Sok x Surya kampret ni...masok kn aj ke penjara pencemaran nama baik ni
,Teruslah cecar dengan akal sehat. Sedikit lg jg para pendukung kebodohan akan kepeleset hingga membongkar aibnya sendiri🎉🎉🎉
@herdiherdiana4779,Kirim nusakambangan biar enggak ada suara2 sumbang lagi roy suryo cs
@MasyudiYudi1,Roy panci memang nggak ada moral
@edychanel3752,Ray panci dan krismon   jan ngeyel
@inka674,Ijazah Mul Bodong 😢😢😢
@ekosutikno9316,Ahli tai
@rahmadsukri8283,"Rismon dan roy suryo cengengesan aja ,slalu menggiring opini biar kelihatan benar padahal nmpak ketakutan"
@herikriswanto1418,yg menuduh ia harus membuktikan...
@mherisusanto5862,Ijazah waktunyg SDH berlalu sj di urus hingga ribut ..kayak ga ada urusan2 yg menguntungkan diri atau orang lain...katanya pinter tp pekok😡
@kristantomountain5346,roi suryo koruptor
@andabasir3008,Muak lm2 lihat muka s suryo
@bimokenthi4979,"ga ada value nya yg dikerjai si roi panci sama si rismon, berkedok ilmiah , luar biasa. kotor , koar koar dimana mana. kayak nyari panggung. kalo iliat kayak menggiring. asta cita kotor gara2 kerjaan pengganguran macem roi panci cs ini.  kenapa kasus  yg lain sich.. kalo memang canggih mereka yg ahli katanya.. ahli teknologi canggih. ntah korupsi atau apa gitu.."
@oziclassic2600,Silvestre ini ga jelas juga kuliahnya 😂
@JannahSalsa-x3s,"Perut sy sakit mual lihat pernyataan silfestor😂😂😂😂
Ganti chanel saja"
@herdiherdiana4779,Secepatnya roy suryo cs di tangkap biar tenang nih negara
@kristantomountain5346,maling panci revenge
@amsmilan0374,Siplester tidak mengerti dan sangat kelihatan bodoh padahal sudah dijelaskan😂😂😂
@StevenKurniawan-z1q,"Penjarakan roy cs, aku muak mlht mrk"" Termasuk sengkuni.."
@BangJon-e2j,Peneliti gak jelas
@kenzierasyaputra1318,Gedeg beneran liat dua orang ini. Entah brp dan apa yg mereka dapat dari hal ini
@yyts090,mantap Pak Silvester❤❤❤
@sainsfromjava,"Margin errornya berapa persen mencocokan 2 buah foto..karna sistem memiliki kelekatan,dan sistem yg untuk di uji pencocokan itu belum tentu akurat .lh karna ada pernah study org yg mirip kera di cocokan dgn kera hasil persentase nya gede ko,dan yg jadi masalah ketika foto nya jokowi itu mirip sama sepupunya si roy koar koar itu bukan foto jokowi..nah ini yg di kejar.."
@suciptogombong6459,Kunyuk roi hebat
@albertusj.s5250,andalan RS ketawa ketawa
@lindragustina-i5d,kita bingung kalau izazah jokowi ga palsu kenapa ga di keluarkan aja yg asli jadi la gaduh kayak gini pendukung jokowi apa ya takut kenak juga azab allah  kalau ada asli nya kenapa ga di keluar kan di kasih nampak sama media dan masyarakat  ini lo izazah saya ini ga tunggu terus gaduh keluar kan asli nya
@Harjanto008,....tapi takut sama pihak bukan resmi
@adiwisnu9888,Duo kunyuk ini cuma mau cari panggun dgn mebawa nama bapak jokowi.dua orang yg sangat2 tidak penting untk negara.
@yohanesklementinus5988,Tangkap saja roy suryo dan rismon tuduh orang tanpa bukti
@UmarAbdulaziz-qi7md,"Adu ilmu,, Sains dan hukum"
@AkunVivo-v4u,UNTUNG NYA APA ROY SURYO
@Ningnong677,Photo kho d perdebatkn sih... Sya aja klo d photo suka ber ubah² muka sya 😅 dri jmn dulu msh gadis skrg udh pnya cucu... Mlh cantik yg skrg photo sya 😂😂 jujur sya ja kaget lihat photo sya sma muka aslinya.. Mgkin d kira itu photo org lain x yaa... Klo sya nya pejabat.. Untung nya sya cmn rakyat biasa.. Jdi gda yg mmpermslhkn photo sya 😢
@SutrisnoSutrisno-n5d,Pnci2 pnci2 pnci2 bnyk.bacot
@SutrisnoSutrisno-n5d,Roy pnci2 pnci2 bnyk.bacot
@Anglercilik02r,"Ketawanya pk roy mantap , tapi .......😂😂"
@AkunVivo-v4u,CENGAR CENGIR
@SutrisnoSutrisno-n5d,Roy pnci2 cs nuduh2 bikin gaduh jngn dpet proyek besar dibayar brapa?
@nuhmiq9346,Para peternak jokowi pada bodoh emosi semua krn dibiayai hasil judol Budi Arie 😂🤣 sejak dipimpin jokowi hukum jd hancur rakyat bikin ribut
@AllbarokahFlorist,yg jadi pertanyaannya Roy Suryo itu dia ijazah dia juga asli apa bukan siih
@EdwinSurya-w6i,Ni penjilat Jokowi ini kok selalu ditampilkan.ilmunya tak ada ni cuma bnyk omon omon
@liburanlagi4709,Apa mungkin roy ada kelainan jiwa yah ? Kok nyengir terus tanpa ada apa apa nyengir aja
@dlionels,"Lucu, ahli digital harusnya ketemu ahli digital. Kok dikasih lawan orang hukum.😂 Lawak"
@opowaewis8636,Siapa yg ingin menggampar muka roy dan rismon acung jempollllll hahahaha
@Ipoenxquw,Cengar cengir koyok pasien pak Purnomo 😅😅
@Bima8899,Percuma sj ngomong dgn ODGJ yg sakit hati 😂
@dylanalkhair6945,"Udah lah yg nama nya penjilat mau sampai mati ya tetap aja tetap menjilat...
Karna emg udh itu keahlianya sejak lahir...😂😂😂"
@IpanSupardi-n4c,Udah pak Jokowi Roy Suryo tim secepat nya di pidanakan jangan lama.
@aritrinoeryantihanna931,"Roy , rismon dkk tolong pindah dari Indonesia"
@SaifDin-k6y,Di indonesia ini orang2 jahat di biarkan ...masukkan aja ke sel
@Antoni320,"Saya tidak mempercayai ijazah jokowi asli, sebelum di buktikan dgn nyata."
@Amalbadulu,Ini si Roy rupanya tidak paham hukum lain di tanya Lain di jawab
@PemersatuBangsa747,"Kalo naik ring,enak banget meninju mulut roy suryo"
@galihrakasiwi495,Nazis bgt lihat gerombolan org ngeyel pada sok pinter selalu mencari kesalahan org dengan dalih ilmiah tapi untuk nyerang pribadi org giliran ijazah rismon dipertanyakan dia panik dan mau lapor dasar rismon kampret 😂
@yankoaza238,Termul dan buzer berusaha sekuat mungkin agar supaya ijazah tidak di munculkan di pengadilan . Dengan segala framing dan bantuan parcok 😂😂😂
@hermantello1552,"Si rismon sama Roy panci, harus di tangkap masarakat sudah jenuh dgn kegaduhan ini"
@bektiapp9210,"Si Rismon dan Suryo ini sdh terlihat ada bohir dibelakangnya
Artinya kasus ijasah ini adalah PROYEK BESAR BUAT MEREKA"
@pelangi.12,Smoga sampai ke pengadilan yang salah masuk penjara dan yang benar tertawa
@DeviDamayanti-z6m,"Songong pmbela djokowi, bentr lagi lihat Kekuasaan Tuhan akan Membuktikan Kebenaran yg Hakiki, bahwa siapa yg Jujur"
@sobannawawi9254,Mulut Roy gabisa mingkem karena. Ken azab😅😅😅😅😅
@fitrafitriansyah7506,Si suryo mukanya pucat..
@IrwanWawan-bd9ex,"SILVESTER ,,,TDK BOLEH BEGITU ...MENUDUH PENIPUAN ,ATAU PALSU ITU PERINGATAN ,SUPAYA KLARIPIKASI ...KARENA YG NAMANYA PEMALSUAN CENDERUNG TINDAK KEJAHATAN !!!!!! APA SEORANG MENUDUH JAHAT ATAU MENCURI HARUS YG MENUDUH ....POLISI JAKSA ATAU YG RESMI LAINYA .....ANCURRRRR NEGARA SILVER !!!!!! KEKUASAAN SEWENANG WENANG SILVER BEGOOOOOI"
@ashariashari8142,Loyer itu bela.jkw.kok mati matian.apkah gk ngerti.ijasahnya.gk bener.
@desubearface9227,roy cengengesan kek nyepelehin org
@Muhamadalsidiq-y4f5l,heran di indonesia.. org pintar banyak undang di bikin tpi tak ada yg bisa mengatakan A tetap A..
@yuricahyono1130,Orang ribet... Di buang ke laut aja. Kesuwen.....
@yayuklina6845,Jangan nyengar nyengir pak roy 😂😂😂😂🙈🙈🙈
@yenimulyani2653,gak ada lagi org jokowi yg pinter? dikasih paham gak paham2. katanya dari hukum pas ditanya pasal gak tahu.trus lanjut ke pengadilan!
@harinisribasuki1157,Pengacara Jokowi koq Ra mudeng 2 .kui lulusan ruko Yo .pantas ora isoh nyambung yen di terangke malah terus 2 melulu .mikir dikit dong
@Phantomkuro1,Wong pekok kok diundang
@axlynd4530,"Cengar cengir kya orang meledek 🤮
Dasrr roy stress😅"
@diyonajha8607,"Ini pembela jokowi
Dah buta mata hatinya demi dunia.. 
Dasar hatinya busuk penjilat kekuasaan.. Itu bukan tuduhan emng palsu tu ijazah.. 
Klau emang asli tunjukkan ke publik bukan bikin gaduh"
@resagunawan93,Bikin daduh ahh 2org ini
@LagimanLagiman-dr6hz,dijegal dulu jangan sampai ke pengadilan apa gimana ya?
@GabrielaHaiko,"""MENUDUH SEBELUM ADA PUTUSAN PENGADILAN ADALAH PELANGGARAN HUKUM DAN PANTASLAH RISMOM,ROY DKK HARUS DIHUKUM"""
@FROSTREYNALD,Roy Suryo nyengir 2😅😅
@mr.properpeach4515,"sudah amankn saja rs dkk
sudah muak semua rakyat nkri dengan rs dkk."
@MarJuned-g4j,"Inilah kalau polisi terlalu lambat menangani kekisruhan, apa tugas polisi apa nunggu ada korban jiwa"
@GabrielaHaiko,Penjarakan RS dkk pak jokowi...
@RizkaAmaliaSuparta,Maju trus Roy Suryo CS. Sdh muak dengan pemalsu pemalsu di negeri ini
@yayasukarya6361,"SILVESTER ga bakal paham!!!
Kampusnya aja sudah bubar😃😃😃🤭🤭🤭"
@joniArdiansari,Ini katanya negara hukum tpi kog GK di hukum Roy dan kawan2 udah tau salah Mlah di biarin aneh negara ini
@king_KEN-l9l,"Semangat terus roy suryo,rismon dkk..
Saya salah 1 rakyat yg mendukung kalian..
Masuk penjara..

Buat kau rismon.. byk yg mempertanyakan keaslian ijazah S3 mu."
@PRASGAMING07,Sekarang ngegass ya😂
@KopiyaHitaMiring,Emang ROY NDABLEK SOK TAHU DAN DARI PSIKOLOGIS DIA BINGUNG MAKANYA SUKA MENYELA ORANG YG SEDANG BICARA.
@omenvelg1617,Aduh jokowi tdk punya lg narasumber yg hebat apa.. Si temperamen lg yg tampikan.. Kuliah di ruko yg tdk jelas..
@KopiyaHitaMiring,Mampos kau ROY. RESIDIVIS KEDUA KALINYA
@MurdiMurdi-s3z,Muak lihat rismon sama Roy .pintar gak bermakna. Cumak omong gak ada mana
@Mbasissy222,"Rakyat yg baik bisa memilah milih yang salah dan benar karna tidak ada pemimpin kalau tidak ada rakyatnya , dgn Pemimpin yg amanah sudah pasti dapat mengatasi pilihan rakyatnya yg benar / tidak membela yg salah tidak jujur ( kebohongan ) Insya Allah selesai dari permasalahan tentang Ijazah Jokowi yg di duga palsu."
@yunanashshyiddiqie4895,Silvester menggonggong Roy Rismon tetap berlalu 😂
@mujionomujiono1505,😅 ganteng ganteng cengar cengir😅 gantengnya ilang😅
@Faidzin-c7q,"Pk kapolri tlg  di percepat proses masalah tuduhan ijazah palsu ini biar gk bising, masyarakat Indonesia sudah terlalu muak pusing pengin muntah"
@elisadasss,Kaya org gila si roy
@muhammadyusro9567,silvester dan para ternak mulyono dungu gak ketulungan..dia yg nyerocos gak jelas..nuduh pihak rs cs..aneh..
@muslihabadi8561,Lanjutkan Bang Roy dkk..
@adityabaru494,Setiap apapun yg kita lakukan di dunia ini..  ingat....!! Akan di pertanggung jawabkan di ahirat nanti.. benahi diri karna Umur gak ada yg tau...
@ayiengjr6722,Semua orang harus di periksa jasahnya..konslet
@adiafroni1815,"LHA IYA EMANG GA PENTING MANUSIA MANUSIA SAMPAH BGTU,,,URUSAN APA MAU TAU IJASAH ORANG,,NGACA AJA DIRI SENDIRI SDH BENER BELUM,,MAKANYA MUKA JANGAN TAMBENG !!!!"
@bgs4946,Roy roy kok ribet kau
@irfanhamid3303,"Salah polisi, kenapa gak dari dulu Roy cs ditahan"
@TigaputriTigacucu,Rakyat g percaya loh silvestr grombolan rezim kampret.faktanya ijasah hrs tunjukin ke publik .ijasah jokowi klir
@Agusman-f4r,Dg dua alat bukti yg sah hakim bisa putuskan hasil sidang
@Agusman-f4r,Labpor itu jga alat bukti pendukung dlm sidang jka alat bukti lain cukup tanpa labpor pun hakim bisa putuskan nanti yg benar dan salah
@TigaputriTigacucu,Bicaranya ngawur loh silpester kampret
@Agusman-f4r,Alat juga bisa eror dan alat itu juga ada tehnik tehnik beragam utk mencocokan lum tentu sama juga dgvhasil ahli lain nanti klu di uji
@LRohman-kt6ki,"😂😂😂... Si Rismon motong pembicaraan, untuk mengalihkan fokus permasalahan.... 😂😂😂"
@titiwida4467,"Rakyat menunggu ROY SURYO CS masuk bui, udah muak dg debat spt ini. Ngeyel mulu walaupun udah mentok."
@MGogeBoge,Alah kuasa hukum jokowi klo ga ada mana mungkin org gugat klo tanpa bukti ngomong kau banyak ngawur kuasa hukum jokowi😂😂😂
@TigaputriTigacucu,Silpestr kampret tunjukin sj ijasah nya klir.g bakal di penjara pk roy dn pk rismon.loh klompok rezim jokowi lawan nya rakyat banten.loh silvestr klau loh ada nyali.bangunan pik 2 di kronjo muncung suruh lanjutin tuh program jokowi.
@tumirantumiran-ov7wu,"moderator, hentikan lah"
@tumirantumiran-ov7wu,bubar saja. kalau ahli hukum menangnya sendiri.
@PatokPatok-s3h,Maaf bang simpester acara2 model ini ga guna ngabisin enerzi aja  di pengadilan aja  paling masuk kandang  . Ga mutu model debat ky gini..
@Agusman-f4r,Cba media yg undang roy dan rismon tampilkan hasil penelitianya mana kok gk ada lalu dinilai hasilnya apa sudah suai secara hukum yg belaku dan apa secarq hukum semua org boleh saaj neliti tanpa ijin org yg punya
@anggorominarto6789,Roy panci cs sdh tak waras. Percuma ngotot  debat kusir dgn orang pedot. Ntar dipengadilan saja roy . 😅
@LRohman-kt6ki,"Kapasitasnya ap sech, si Roy Panci Cs ini, ngungkit2 Ijazah mantan Presiden..., cecurut ko so' penting, pake ngungkit2 Ijazah orang.."
@tumirantumiran-ov7wu,"kalau sudah dg kata tdk mempercayai, maka dg cara apa ya gak percaya saja, iya ahli hukum Abal abal apa beneran. Bener ahli hukum gak ngerti"
@Agusman-f4r,Hasil penelitian rismon dan roy itu mana hasilnya penelitianya sah tdk secara hukum cma hanya koar koar saja
@Agusman-f4r,Hukum harus tegas lihat org serpti rismon dan roy ini
@bastianbatang5882,Rismon tak paham logika hukum
@MakNanik-f9o2c,Terus ketawa sinis tanda KETAKUTAN
@ridwanharahap5580,"Janganlah suka berdebat dengan orang bodoh, karena jangankan menang, Seri pun payah😂"
@YasirArafat-w5s,Roy pantat panci cs tak perlu banyak orasi nikmatilah bui sekali lagi
@JejeRizal-sn2bz,Bikin Roy Suryo 2x masuk bui
@SatiSati-y2h,😂😂😂inilah si sylvister  peliharaan jokowi yg punya ilmu murahan
@titiwida4467,IJAZAH JOKIWI ASLI TITIK.
@delanurhasah,gas bang roy dan bang rismon
@christiadibura8563,Roy suryo cs modal ngotot dan cengar cengir
@putuerni2096,Sudah gak sabar nunggu odgj dikurung 😂😂
@samsulazasamsulaza9718,Yg mengeluarin ijazah palsu atau asli itu pihak dri UGM...knp yg dituduh jokowi..aneh...klo benar itu ijazah palsu berarti pihak UGM yg salah..dn jokowi korban..
@Gomb031,"RS CS..., KOCAK😅"
@samsulazasamsulaza9718,Roy suryo manusia dajjal...
@LempasLempus,Serem juga ya yang bukan orang resmi nggak bisa bebas berpendapat dan melaporkan wkwkek pernyataan terang terangan dari para petinggi
@Toktok-pv1mo,"Intinya roy cs odgj,pak Purnomo ada banyak ni odgj. tolong pak Purnomo obati roy panci cs."
@Soul-eb2hq,"Selalu merasa benar sendiri,buktikan nanti di pengadilan tp ngk yakin lolos krn apa yg di jelaskan pk ariyanto itu yg akan terjadi"
@adityamuchlas5777,roy cs slm msh d luar bkin gaduh aja kpn negara mau maju..
@arsilian1322,Kang panci cengar cengir aja kampret
@SUKMAFARM,ODGJ 😂
@JKT00721,"Cepat  proses pengadilan biar tidak banyak anak bangsa yg termakan jerat profokasi fitnah orang gila ini. Mempermalukan fitnah orang, universitas, intitusi negara, polisi, kpu, dan nantinya pengadilanya. 😡"
@khusnunnadhiroh529,Cancuk iku roy suryo cs pak polisi sudah tangkap aja cancuk2 iku
@Didi_Arung,Lebih mudah berdebat dengan 10 pintar daripada berdebat dengan 1 orang pengacara lulusan ruko..
@TulusTlz12,"Kursi roda ada kah, tolong siapkan untuk pancoy wkwkkk
Tertawa nya sudah sakit😂"
@jhonibala9044,Gk lma mas roy bwh k mahkama internasional atau mahkama di akhirat surga dan neraka😂😂😂
@hendihidayat176,kenapa bertele2 tangkap roy cs karena bukti gak punya .... masa hukum kita kalah sama otang yg petantang peteng kaya gini.... tangkap atas tuduhan fitnah.... negara kita ini sama kelas yg begini aja payah... apalagi stingkat koruptor
@TukangSelot-s3x,Ahli ngibul 😂😂😂😂😂
@SitiMaisaro-s8g,Wow ternak banyak kalee😂😂
@hadiselopuro5462,Seharusnya ahli digital forensik debatnya dg digital forensik..jadi nyambung.Nggak yg satu ingin membuktikan kebenaran dan yg satunya ingin memenjarakan.
@ingoningonfram8599,Roy cs ini ngeyel meski Tuhan  ngomong ijazah pak jokowi asli mereka pun gk akn percaya.....  Muqk. Pengen mutah. Lihat kelakuan si roy cs ini...  Segera penjara kwn mereka biar damai Indonesia ini....
@uexsdrykurniawan7519,Roy Suryo makin kesini makin kaya k1121k 🤣🤣 ngeklek bae kaya wong gemblung😂😂
@muchtasorassidiqi236,BUKAN PIHAK RESMI TAPI ALUMNUS UGM JDI DENGAN KEJANGGALAN PERLU DI CURIGAI DAN DI TELITI !! BELAINLAH SAMPAI AZAB MENJEMPUTMU DANSEMOGA ALLOH PANJANGKAN UMURNYA HINGGA SADAR DIRI ATAU TERJERUMUS KE JURANG TERDALAM HINGGA JAHANNAM MENANTINYA
@RTPG-zuicy,"Gini aja kelamaan proses mmbuktikan asli atau palsunya . Tunjuukan buktikan klo asli jebloskan apalgi yg di tkutin. 

Mntan presiden bara obama aja dlu prnh hmpir sperti ini. Di tuding kelahiran asli dr luar negaranya yg prnh di pimpin. Tapi apa, langsung di tunjukkan bukti akte kelahiran dan cepat di tunjukan. Tnpa kata2 msyarakatnya terdiam klo sudah terbukti asli lahir di amerika. 
Jd buat apa debat2 tph yg bela  ijajah juga gk pernh megang aslinya ngpain bela2. Ckup yg nuduh palsu dan yg memiliki saja yg berdebat. Usah bella2. Msyrkat capek smua brta cmn kek gni lucu. Kelmaan di selesaikan apa masih di buat rupanya izajah tu. Klo emg ada ydh bwak pngadilan bungkam masyarakat yg menuduh. Selesai."
@AriWiwoho,Selidiki rekening roy dan rismon termasuk keluarganya... mencurigakan....logikannya panci saja bisa di bawa pulang sama roy😂apalagi uang
@hendrasiswanto8318,Dasar maling panci nyengir
@Erwan-s8u,"Kalau ijazah nya pak jokowi asali  kenapa capek"" bayar pengecara , , emang ng bayar pengecara ini hehe,,,,,,,"
@mochamadmunif3417,"TUNJUKAN  IJAZAH NGGAK BERANI DIBELA ,MAKLUM PAKAI DUIT."
@tarmansekar22,Tidak usah dipengadilan langsung tangkap aja bareskrim aja gak dipercaya aparat negara gak percaya bahkan sama pemerintahpun gak percaya😂😂😂😂😂😂😂
@sentotadi541,"Nah kan, Silvester kelihatan Bodohnya, Roy Suryo cs bukan terlapor, baca LPnya, Pelapornya Jokowi terlapornya belum ada, Roy Suryo smp HR ini dipanggil unt klarifikasi, sok pinter tp pekok, tdk pegang palsu, yg beredar...Bodoh."
@hardianpermadi5711,Mukanya keliatan penjahat..jeblosin masuk penjara seumur hidup aja
@alexanderefi9146,ROY SURYO LLU BUKAN SIAPA SIAPA BODOH
